mcc,merch_name,dispute_counts,all_transaction_counts
5533,AUTOZONE  0523 2732 SW 29,2,13
5533,O'REILLY AUTO PARTS 186,1,13
5533,PAYPAL *FORWARD PS EBAY F,1,37
5541,7-ELEVEN1 W FLAGLER ST,10,15
5541,7-ELEVEN2001 LAUREL RD,1,23
5541,BP#5998646CK STORE272093,6,52
5541,BP#6148282CK STORE272050,1,29
5541,BP#9782541GRAB N GOQPS,1,2
5541,CIRCLE K 05612,1,51
5541,CIRCLE K 08692,2,63
5541,KELLY PETROLEUM,2,84
5541,MAX MART 3,1,29
5541,SEI 39274,1,47
5541,SMITH GROVE MARA,2,8
5541,SUNOCO 06711477009701 VAN,1,8
5541,SUNOCO 0725660500,1,2
5542,ARCO#82602ARCO AMPM #826,1,21
5542,BP#2022788CAPL  TN0065,1,1
5542,BP#9306796FIVESTAR #8710,1,5
5542,GULF OIL 92029072,1,2
5631,SWEET 16,1,4
5691,SQ *CUSTOM NATION,1,4
5699,SNIPES ARAMINGO,2,14
5699,SNIPES ROOSEVELT,1,13
5712,FACEBK -GYMAX LLC,1,4
5732,PAYPAL *PROVISIONIN EBAY,1,1
5734,FS *canadapaystubs,1,8
5734,SP * WINE AND LIQUOR G,1,1
5812,3 OLIVES PIZZA - RALEI,1,1
5812,ASIAN GOURMET,1,32
5812,BENIHANA PUENTE HILLS,1,2
5812,CHAPULTEPEC,1,1
5812,DAIRY QUEEN EATSTREET,1,2
5812,DOORDASH*NEW ORLEANS S,1,3
5812,FABULOUS MARKET,1,1
5812,POSTMATES A2007 DEL TA,1,1
5812,ROSSIS PIZZA - ENDICOTT -,1,9
5812,SQ *SLICE BAR,1,2
5812,SWEET FROG 200070,1,2
5814,19003 Dominos Pizza,1,10
5814,292 HARDEES,4,13
5814,ARBYS #530 CLEVELAND,1,23
5814,BURGER KING #14737,2,28
5814,BURGER KING #30,1,11
5814,BURGER KING #4890,1,19
5814,CMSVEND*CV SACRAMENTO VEN,5,191
5814,DOMINO'S 6610,1,5
5814,DUNKIN #350465 Q35,1,20
5814,IN N OUT BURGER 285,1,45
5814,JACK IN THE BOX 6309,1,14
5814,MCDONALD'S F10336,1,47
5814,MCDONALD'S F21831,1,30
5814,MCDONALD'S M4422 OF AZ,1,41
5814,PARAGOULD 2 GO,1,14
5814,SONIC #3822,2,23
5814,SONIC DRIVE IN #1543,1,3
5814,SPIRIT AIRLINES ONBOARD R,2,249
5814,SUBWAY        03061280,1,7
5814,SUBWAY        03134046,1,5
5814,TAMS BURGERS,1,16
5814,"USA*CC BUGGY BATH, LLC",2,2
5814,WENDY'S 2732,1,28
5815,GOOGLE *Play,2,178
5816,GOOGLE *MeetMe,1,8
5816,GOOGLE* kartasovs,1,128
5816,GOOGLE*3FUN,1,2
5816,GOOGLE*GOOGLE PLAY,77,3177
5816,Xsolla *Roblox,1,823
5817,Adobe Inc,1,62
5817,PADDLE.NET* SPYIC,1,36
5818,Prime Video*PN8N254Z3,1,1
5912,WALGREENS #15087,2,4
5912,WALGREENS STORE 12750 JEF,1,33
5912,WALGREENS STORE 18296 COL,1,5
5912,WALGREENS STORE 3304 CYPR,1,25
5912,WALGREENS STORE 4016 S HI,1,3
5921,TROY HIGHWAY PACKAGE S,2,10
5933,DEPEND A PAWN LLC,1,7
5933,POPLAR JEWELRY,1,9
5942,AMAZON.COM*L29ZP3I83 A,1,1
5942,AMZN Mktp US*8R9489593,1,1
5942,AMZN Mktp US*ZZ6526L33,1,1
5947,CANDY PALACE - DL,1,11
5964,WINDHAVEN INSURANCE,1,6
5967,GF4PAYNOW.COM,2,51
5967,UW2LOV.COM,2,51
5967,qalek.com,2,43
5968,Amazon Prime*BG9807HI3,1,1
5968,GOOGLE *Ruby Games,1,5
5968,STAYFITDETOX,1,4
5968,ULTRANUTRITIONPLUS2.COM,2,8
5968,WONDROUSFINISHCLEANSE,1,3
5993,SMOKERS HOST 307,1,21
5993,TOBACCO EXPRESS,2,129
5995,BARK&CO (BARKBOX),3,152
5995,PETCO 6102515 W MASON ST,1,3
5999,PAYPAL *CLARKCABLEU EBAY,1,1
6011,1ST CITIZENS500 N. MAIN S,3,9
6011,7ELEVEN-FCTI1701 SOUTH ST,1,4
6011,7ELEVEN-FCTI5308 PACIFIC,1,9
6011,7ELEVEN-FCTI7568 LANKERSH,1,6
6011,ALLSOUTH FCU2548 MAIN STR,1,6
6011,AUTO STOP 10-4502852005 W,1,8
6011,Ambassador Fish   Chicken,2,105
6011,BANK OF AMERICA*OAKDALE,1,17
6011,BANK OF AMERICA*SOUTH HIL,1,10
6011,Cardtronics CCS5000 SHEPH,1,27
6011,Cardtronics CCSE  438  RT,1,3
6011,Community Bank1281 North,2,11
6011,DAVID & HANA-K1543823320,2,19
6011,Everi3400 CHOCTAW ROAD,1,63
6011,Everyday Shop 35520329 WA,1,6
6011,FTB220 N GATEWAY,1,4
6011,GIANT OIL # -K6936253500,3,19
6011,H & M BEER I-2950331344 E,1,6
6011,HDL BOURBON -K73190118000,2,5
6011,IRVINGTON DI-418923876 SP,1,9
6011,MICHAELS MAR-K72824114890,1,22
6011,Niles Inc6501 Niles St,1,7
6011,P226294900 E ARCADIA AVE,2,7
6011,P2869324025 E 93RD ST,1,17
6011,PAI ISO1073 HWY 78 N,1,2
6011,PAI ISO2921 MARTIN LUTHER,2,38
6011,PAI ISO2984 LAMAR AVE.,3,23
6011,PAI ISO700 MCFARLAND BLVD,1,5
6011,PAI ISO714 INGRAM BLVD,1,34
6011,PAI ISO7555 SOUTH RACINE,5,36
6011,REDSTONE-FCU1415 Main St,1,7
6011,RITE AID # 1-000272 HOOSI,1,9
6011,SK Yreka Inc2460 FLORIN R,1,18
6011,Shore Stop 250522 W STEIN,1,2
6011,THE DEPOT 8 -50444312080,1,5
6011,TRUSTMARK NATIONAL BANK22,1,23
6011,The Best Market  LLC910 S,1,2
6011,U.S. BANKHOLIDAY STORE #4,4,533
6011,USAACATM193200 N ASHLEY,2,32
6011,Wells Fargo Ban102 E DOCT,2,9
6011,Wells Fargo Ban3116 FLORA,1,8
6051,MoonPay 7000,1,1
6513,AF*ALL 3 REALTY LLC,1,2
7011,AIRBNB  HM82EQDDX5,1,2
7011,AIRBNB  HMB4WFTSRY,1,1
7011,AIRBNB * HMYQYACDCW,1,1
7011,FLAMINGO INN,2,7
7230,PHUONG & DARINA2992 MOUNT,1,4
7273,AMBSGV.COM,1,8
7273,EVERTN.COM,1,2
7273,MTR INT.,125,9094
7299,SQ *MATTHEW BRODERICK,1,1
7311,PAYPAL *VIPBOOTHLIM EBAY,1,2
7372,BABY RELAX,1,3
7513,U-HAUL OF FRESNO,2,3
7538,AUTO DATA DIRECT FS,1,4
7542,T & L PEP WASH,1,3
7994,funzpoints-5m1ew3e2c,1,1
7994,funzpoints-5m52p4any,1,1
7994,funzpoints-5m5x08e1t,1,1
7994,funzpoints-5m7kdlvjb,1,1
7994,funzpoints-5mbepvnk8,1,1
7994,funzpoints-5mbgnp1vc,1,1
7994,funzpoints-5mbjrlriy,1,1
8999,PAYPAL *QZL068,1,2
8999,TOPHATTBATCH-222021,1,1
0000,EFT:11964558,1,1
0000,EFT:12013419,1,1
0000,EFT:12276857,1,2
0000,EFT:12525588,1,1
0000,EFT:12748097,1,2
0000,ONLINE PMT-PATRI,1,2
3260,SPIRIT AIRL 4870234930122,1,1
3516,LA QUINTA INN&SUITES,1,3
3650,RED ROOF INN HARR-HERSHEY,1,7
3700,STUDIO 6 VICTORVILLE,1,7
3834,BAYMONT INN AND SUITES,1,56
4121,LYFT   *RIDE WED 1AM,11,520
4225,PUBLIC STORAGE 29245,1,2
4722,HOTELSCOM9200674299746,1,1
4722,HURB Co S/A,1,7
4812,AT&T 86VJ 70874,1,1
4812,NNT MOBIL ONE INC  562194,1,1
4829,CASH APP*CHARLES XA,1,1
4829,CASH APP*JEFFERY DA,4,4
4829,CASH APP*SHAYLENE M,1,1
4829,FB *Christian Lugo,1,1
4829,FB *Shanelle Fann,3,3
4829,FBPAY  Catherine Miche,2,2
5131,AHMED TRADING INC,1,1
5200,THE HOME DEPOT #1213,1,5
5310,DOLLAR GENERAL # 55 PINE,1,8
5310,DOLLAR GENERAL #506 W MAI,1,21
5310,DOLLAR GENRAL #1DANIELSVI,1,20
5310,DOLLAR-GENERAL #7854 E AD,1,44
5310,ROSS STORES #2065,1,11
5310,WAL-MART #1159Wal-Mart St,1,74
5311,MACY'S      730 3393 PEAC,1,17
5331,DOLLARTRE 935 E US 90,1,4
5331,FAMILY DOLLAR #65446021 R,1,17
5331,PAYPAL *BATHECOS EBAY BAT,1,13
5331,PAYPAL *WEIFANGPANL EBAY,1,9
5399,NEEDTHOSESNEAKERS.COM,1,2
5399,SP * LOCKPWORLD-US,1,12
5399,ivrose.com 3105,1,1
5411,EL RANCHERO MARKET AND GA,1,1
5411,FOOD 4 LESS #5789 W HAMME,1,129
5411,FOOD BAZAAR #25 417 JUNIU,1,33
5411,OMO DALES LIQUOR IN672625,1,1
5411,RALPHS #0016670 S. WESTER,1,19
5411,SAFEWAY #1070,2,75
5411,TARGET T-1884 7100 Santa,1,55
5411,TARGET T-2093 2580 Shearn,2,40
5411,WAL Wal-Mart Super 211170,1,4
5411,WAL Wal-Mart Super 551225,1,3
5411,WAL-MART #0909,1,20
5411,WAL-MART #15183221 WEST 8,1,130
5411,WINK SUPERMARKET INC.,1,1
5499,7-11 37339 BROOKLYN NY,1,1
5499,DOLLAR COUNTS INC,1,7
5499,LIAM NUR ENTERPRISE IN,1,2
5499,NNT JAKOBS FOOD MAR370453,1,1
5521,JUBBA AUTO SALES,2,2
5532,TIRE RECAPPERS OF NASHVIL,1,3
5533,ADVANCE AUTO PARTS 7190,1,5
5533,O'REILLY AUTO PARTS 941,1,9
5533,PAYPAL *AUTO PARTS,1,31
5541,7-ELEVEN1618 INDIAN RIVER,2,195
5541,7-ELEVEN26220 116TH AVE S,1,18
5541,7-ELEVEN319 E PRINCETON S,1,13
5541,ALL STAR FUEL AND FOOD231,1,4
5541,ARBUCKLE MARATHO,3,21
5541,BIGCAT EXPRESS,1,31
5541,BP#6623151PONTIAC BP,1,10
5541,CASEYS GEN STORE 1756,1,19
5541,CIRCLE K 05360,1,9
5541,CK 2706796,1,13
5541,COLFAX FOOD & GAS,1,6
5541,GASLAND 101,5,61
5541,GATE 0225390 S. COLUMBIA,1,41
5541,HY-VEE GAS S FAL 3100 E 1,1,18
5541,QT 697,1,78
5541,SHELL OIL 12720997001,1,4
5541,SPEEDWAY 07912 1 1844 US,1,19
5541,SPEEDY GAS LAKEWOOD,1,25
5541,SUNOCO 0192333300,2,2
5541,TAKE 10 DELI MART1400 DAI,1,34
5541,WOODWAY EXPRESS,2,18
5542,ARCO #42169,1,6
5542,ARCO #42586 AMPM,1,5
5542,CIRCLE K 01621,1,37
5542,H-E-B GAS #416,1,2
5542,SHELL OIL 57424972008,1,3
5542,SUNOCO 07788854004591 GRE,1,3
5621,ROSEPROM,1,1
5621,SP * FASHINY,1,6
5631,TRINKETS,1,9
5641,THE CHILDRENS PLACE 1260,1,3
5655,Adidas,1,96
5661,KIDS FOOT LOCKER 48523,1,7
5691,ConverseUS,1,264
5691,PLAYMAKERS,1,31
5699,OMO SONNY`S BEAUTY 561523,1,1
5699,PAYPAL *INEFFABLESS,1,3
5734,GOOGLE *AKPublish,2,7
5734,GOOGLE *LI PING,1,56
5734,"SP * FRESHANDKEWL, INC",2,8
5734,SP * GOLI.COM,1,169
5734,SP * KWEEN COSMETICS,1,1
5812,DOORDASH*CALIFORNIA CH,1,6
5812,NARDELLI'S GRINDER SHOPPE,1,11
5812,POSTMATES 8B035 TOP TH,1,1
5812,POSTMATES DCB4F TACO B,1,1
5813,SQ *CLUB CHAMPAGNE,2,4
5814,AMK CLEV CLI INDIAN RV HO,1,3
5814,AUNTIE ANNE'S MO104,1,10
5814,BASKIN #346515 Q35,1,5
5814,BURGER KING #1951,1,31
5814,CHIPOTLE 1544,1,9
5814,DAIRY QUEEN #43737,1,2
5814,DUNKIN #300261 Q35,2,23
5814,DUNKIN #354747 Q35,2,10
5814,IKEA BROOKLYN REST,1,7
5814,JACK IN THE BOX 7246,1,24
5814,KFC H127008,1,9
5814,MCDONALD'S F35346,1,35
5814,MCDONALD'S F5732,4,32
5814,PANDA EXPRESS #3212,1,9
5814,POPEYES 10897,2,32
5814,POPEYES 4986 / 412,1,11
5814,SONIC #3252,1,27
5814,SQ *BILLIONAIRE BURGER BO,2,4
5814,SUBWAY        00625632,4,7
5814,WENDY S #298,1,20
5814,WENDYS220,5,33
5814,WINGSTOP - 533 - MCOMMERC,1,6
5816,GOOGLE*AASHISH  KASHI,1,1
5818,Prime Video*KM75K5NP3,1,1
5818,SIE*PLAYSTATIONNETWORK,20,3815
5912,WALGREENS STORE 1939 INDI,1,20
5921,MADTOWN LIQUORS,1,7
5921,NWS MAIN STREET PAC760117,1,1
5933,PAWN PRO 8175 WASHINGTON,1,3
5942,AMZN Mktp US*0T06Y4M63,1,1
5942,AMZN Mktp US*BV2VT9CQ3,1,1
5942,AMZN Mktp US*EX8254233,1,1
5942,EMPLYING.COM,1,5
5944,JAIKARA INC4350 W 129TH S,1,1
5947,PRIDEFUL,1,7
5967,RESTBD.COM,1,6
5967,WWW.BCSTECHL.COM,3,37
5968,Amazon Prime*6528X0WI3,1,1
5968,Amazon Prime*LF1BE3NX3,1,1
5968,Amazon Prime*MK29D56K3,1,1
5968,Amazon Prime*ZP5YU6N83,1,1
5968,BEAUTYCOUNTERONLINE,1,1
5977,SP * STAY GOLDEN COSME,1,34
5993,NOAHS SMOKE SHOP,2,33
5999,PAYPAL *STAVAION EBAY STA,1,1
5999,SKY SMOKE SHOP,1,2
6011,30048CAHRSENDEV3317 FORTY,1,18
6011,CHASE1605 LOCKWOOD DR,1,7
6011,CHIS.CRNER 171123E CENTR,3,5
6011,CITY NB11411 E KELLOGG DR,1,2
6011,CVS - 010816890 MIRAMAR P,1,16
6011,Cardtronics C2ST12051  E,2,27
6011,Cardtronics CCSM1055 E 4T,1,20
6011,Cardtronics CCSP2975  FED,1,9
6011,FIESTA FOOD -K236256531 M,1,9
6011,LAKESIDE CHE-3254332990 H,1,5
6011,LK5473669098 CAMP BOWIE W,1,1
6011,MAPCO #3685 -371066200 BR,1,5
6011,Morongo Casino TR2649750,1,4
6011,Moulton Chevron13120 ALAB,1,1
6011,Northwoods Store Tomahawk,1,2
6011,P26842814007 BENWOOD AVE,1,5
6011,P39580810501 STAGECOACH R,2,3
6011,PAI ISO17438 HWY.71,1,13
6011,PAI ISO504 CATHERINE CREE,1,8
6011,PAI ISO515 COLLEGE ST. NE,1,14
6011,PAI ISO811 W 8TH ST,1,34
6011,PNC BANK4735 JONESBORO RD,3,13
6011,PUBLIX SUPER MAR8160 WILE,2,6
6011,RACETRAC PETROLE2839 CHAR,1,4
6011,ROCKTON TOBA-2417543019 N,4,6
6011,ROSELAND GAS-4222592 W 11,1,11
6011,RUSHCO FOOD -K8131921518,2,4
6011,SANDFORD DELI AND GROCERY,6,13
6011,SHORTLINE EX-345791100 W.,1,3
6011,UNION BANK2001 S MOONEY B,1,4
6011,WALGREENS - 051929148 S.,2,6
6011,WOODLYNNE PE-K6374002100,1,23
6011,Walmart Supercenter 12627,1,7
6011,X   24HR Coin Laundry   L,1,1
6051,MoonPay 9205,1,1
7011,BAYMONT INN & SUITES,2,167
7011,SNAPTRAVEL  CROWNEPLA,1,7
7230,ED NAIL SALON,1,2
7230,QUEEN NAIL,1,5
7273,GCVFDV.COM,1,13
7273,STDLESS.COM 800-284-1063,2,5
7273,sindah.com,2,25
7311,PAYPAL *CATERINASAN EBAY,1,1
7399,CELLPAY,4,336
7800,PALOTV SHEETZ 14124 NORTH,1,3
7929,URLTV SUBSCRIPTION,2,220
7994,FUNZPOINTS-5MLUE3715,1,1
7994,funzpoints-5m58k8fdo,1,1
7994,funzpoints-5m71dkqli,1,1
7994,funzpoints-5mbfk2q5a,1,1
8641,DOWNTOWN YMCA,1,2
8999,INSHANE DESIGNS INC,1,12
8999,IREALTYEDGE.COM,2,10
9399,GTL,6,887
0000,EFT:11955401,1,2
0000,EFT:12258986,1,1
0000,EFT:12631545,1,1
3009,AIR CANADA  0147446516525,1,1
3631,SLEEP INN GA762,1,7
4111,NJT NY PENN STA   0113,1,1
4131,FlixbusUS,4,305
4789,ZTRIP OF JACKSONVILLE,2,90
4812,CRICKET WRLS #70232450701,1,5
4812,METROPCS CRESTWOOD,2,4
4812,WWW.SIMPLEPAYNOW.COM,1,77
4814,ATT*BILL PAYMENT,4,631
4814,SPECTRUM,14,2358
4829,CASH APP*CANDY TOWN,2,2
4829,CASH APP*CASHKUBWA,1,1
4829,CASH APP*GBABY,1,11
4829,CASH APP*KIKI*ADD C,1,87
4829,CASH APP*NAJAH*ADD,1,13
4829,CASH APP*RERE*ADD C,1,1
4899,NETFLIX.COM,76,20011
4900,PGW/EZ-PAY,1,92
5200,LOWE'S #0053,1,21
5200,MNRD-IONIA 3063 SOUTH STA,1,39
5200,NST THE HOME DEPOT 882045,1,1
5310,BIG LOTS STORES - #5139,1,1
5310,DOLLAR GENERAL # 194 DEPO,1,5
5310,DOLLAR GENERAL # 7970 HIG,1,8
5310,DOLLAR GENERAL #1001 BRID,1,15
5310,DOLLAR GENERAL #9494 DESC,1,6
5310,DOLLAR GENERALW. COMMERCE,2,15
5310,NNT N N FOOD AND LI361164,1,1
5331,DOLLAR GENERAL #12987,2,2
5331,DOLLAR GENERAL #14315,1,3
5399,BEAUTYZONESUPPLY.COM,1,1
5399,GEAR BUBBLE STORE (205) 2,4,33
5399,KIVEI GENERAL,1,6
5399,OFFERUP* ID#7976348,1,1
5399,dhgate.com,5,504
5411,1100 DUNN AVE,1,18
5411,ALBERTSONS #0046,6,90
5411,ALBERTSONS 0745,1,4
5411,FIESTA FOOD MARK1249 W SU,1,13
5411,FIESTA MART #208320 B FM,1,54
5411,FOOD CITY #601,2,56
5411,FOOD LION #0616,6,43
5411,FOOD LION #1415,1,63
5411,KROGER #376630 THORNTON R,1,82
5411,KROGER #6455720 OGEECHEE,1,73
5411,KROGER #947785 E. MAIN ST,1,30
5411,TARGET T-2425 751 Alta Me,1,33
5411,WAL Wal-Mart Super 210555,1,6
5411,WAL Wal-Mart Super 242885,1,4
5411,WAL Wal-Mart Super 310264,1,3
5411,WAL-MART #064310820 N. KI,2,36
5411,"WAL-MART #13932203 AVE \"A",1,62
5411,WM SUPERCENTER #129,1,22
5411,WM SUPERCENTER #860,1,7
5499,CBD VAPE JUICE,1,3
5499,HoneyBaked Ham Co and Caf,1,3
5499,LOAF N JUG #0202 MARKET,1,39
5499,NNT BIG D FOOD STOR480864,1,1
5499,NNT BIG D FOOD STOR672370,1,1
5499,REIGN INC,4,75
5521,KASH SAVER,1,2
5533,AUTOZONE  6896 248 BLANDI,1,15
5541,23rd STREET GAS2395 BROAD,2,19
5541,7-ELEVEN13690 SW 268 ST,5,22
5541,7-ELEVEN2416 E. STEWART A,1,20
5541,BP#8988198SKOKIE BP (2),1,4
5541,BP#9249319OREGON BP,1,15
5541,CHEVRON 0097645,1,1
5541,CIRCLE K 01933,2,15
5541,CIRCLE K 05590,2,125
5541,CONOCO - UNITED PACIFIC 6,1,69
5541,LOVES COUNTRY,2,1811
5541,MURPHY7429ATWALMART,1,12
5541,NNT MOUNT AIRY EXPR072452,1,1
5541,SUBTRACK CITGO FOODMART,1,14
5542,76 - GSE 76 ROSCOE,1,4
5542,ARCO #42056 AMPM,4,17
5542,ARCO #42667,3,5
5542,EXXONMOBIL    48017420,1,1
5542,SHELL OIL 57542694708,1,3
5542,THE MARKET,1,3
5599,OTTEN SMALL ENGINE,1,1
5621,EASY PICKINS #131207 CHES,1,2
5631,CINDERELLA'S CLOSET,1,2
5651,OLD NAVY ON-LINE,10,2599
5661,FOOTACTION 573081004 TOWN,1,5
5691,ECLIPSE BERRY,1,6
5691,SP * SUPA CENT,1,72
5691,SQ *MY BUSINESS,1,3
5698,BEAUTY MART,2,7
5699,CITY GEAR CITY GEAR #5,1,34
5732,BESTBUYCOM805810512069,1,1
5732,OCULUS *M39V6QE382,1,1
5732,PAYPAL *WIDE WAY  WIDE,1,2
5734,GOOGLE *Ninja Kiwi,3,268
5734,SP * SHOP MISS A,1,227
5734,WWW.COPEKITCOMPANY.COM,1,2
5812,DOORDASH*KRAB KINGZ,5,44
5812,DOORDASH*PIZZA BOLIS,1,63
5812,EMERY'S CAFE,1,1
5812,GRANDMAS  PIZZA & PASTA,1,12
5812,GRUBHUBHOOTERS,1,71
5812,OLIVE GARDEN 0021241,1,13
5812,OLIVE GARDEN 400044446,1,9
5812,RACHAEL'S 1190,1,6
5812,SQ *OASIS CAFE,1,2
5812,TACOS ATILANO NLR,1,5
5812,THE TASTY CRAB,1,10
5814,6580 Dominos Pizza,1,14
5814,BOJANGLES 265 01002658,1,36
5814,BURGER KING #13105,1,30
5814,BURGER KING #2078  Q07,1,18
5814,DEL TACO #1089,2,11
5814,JACK IN THE BOX 1114,1,21
5814,MCDONALD'S F10192,1,85
5814,MCDONALD'S F33529,2,49
5814,MCDONALD'S F34735,1,77
5814,MCDONALD'S F7872,1,68
5814,MR GREEN BUBBLE LLC,1,6
5814,PANERA BREAD #202508 P,1,2
5814,SONIC DRIVE IN #2992,1,45
5814,STARBUCKS STORE 07310,1,4
5814,TACO BELL #032945,1,13
5814,TACO BELL 034596,1,14
5814,TACO BELL 035344,1,29
5815,RI *IHEART/NAPSTER,1,5
5816,GOOGLE*WGAMES INC,5,158
5817,Paddle.com Inc,5,117
5818,ELISSA-PSYCHIC,1,51
5818,Prime Video*4F9RG2XR3,1,1
5818,Prime Video*OX9MC58D3,1,1
5912,CVS/PHARMACY #05 05599--1,2,7
5912,CVS/PHARMACY #0707064--50,1,2
5912,WALGREENS STORE 1695 NW 2,1,14
5921,AMERICUS PACKAGE,1,13
5921,Lee's Discount Liquor - R,1,13
5921,SOUTH ERIE BEER,1,5
5941,POSEIDON COLLECTIVE,1,1
5941,WEAPONS UNIVERSE,1,9
5942,AMZN MKTP US*HH3BD2AK3 AM,1,1
5942,AMZN Mktp US*1J6NB26C3,1,1
5942,AMZN Mktp US*BJ4ZB1D53,1,1
5942,AMZN Mktp US*CI6SO6453,1,1
5942,AMZN Mktp US*NB8LG1WP3,1,1
5942,AMZN Mktp US*R07AO0Y93,1,1
5942,AMZN Mktp US*RO22595P3,1,1
5964,GREENMETABOBDYGARCINIA,1,3
5967,BIRVROY.COM,2,31
5967,CSFCN.COM,3,42
5968,Amazon Prime*1J1VR4FG3,1,1
5968,Amazon Prime*C17CN7NE3,1,1
5968,Amazon Prime*C85TV21B3,1,1
5968,Amazon Prime*GQ97P1NM3,1,1
5968,Amazon Prime*LR4JU2O13,1,1
5968,GOOGLE *Life360,1,26
5968,GOOGLE*YOUTUBE MUSIC,3,253
5977,PAYPAL *SCENTBIRD,2,125
5993,BARGAIN CIGARETTES,1,9
5993,BJs II/4315 Pacific Hwy E,3,34
5993,HOLLYWOOD HOOKAH LOUNGE 2,1,8
5993,OMO SMOKE CIGAR AND732891,1,1
5994,NEWSTAND BABYLON,1,1
5999,SQ *DIAMOND CBD,1,14
6011,1ST FEDERAL SAV206 W PLYM,1,15
6011,7-ELEVEN 713-K5094709360,1,6
6011,7ELEVEN-FCTI1624 SOUTH DE,1,16
6011,7ELEVEN-FCTI240 ELIZABETH,3,17
6011,7ELEVEN-FCTI5756 NORTHAMP,2,14
6011,BANK OF AMERICA*NORTHGATE,1,38
6011,CAPITOLA MAL-K1241611855,1,1
6011,CBI MISSOURI952 S. OLIVER,1,11
6011,CHASE2393 E TROPICANA,1,17
6011,EFT6300 WHITE LN,1,1
6011,EGLIN F.C.U.15-790 JOHN S,4,8
6011,EL CHEVY GROCERY   IN557,1,8
6011,EZ Mart 42351501 PINE TRE,1,10
6011,FOCUS BANK6399 ST HWY 77,1,6
6011,HANNA GAS N -D245188624 E,1,25
6011,Hope Federal Cr106 East M,1,14
6011,LK261324850 VALDOSTA HWY,1,4
6011,LK7060787025 NE JACKSONVI,1,5
6011,LK793086104 INTERSTATE 45,2,3
6011,NEMOS LIQUOR-26440913609,1,21
6011,P32674813 W KARSCH,1,1
6011,P358718800 N MAIN ST,1,2
6011,P3664542649 W. INDIAN SCH,1,3
6011,P3792181331 ARIANA STREET,1,4
6011,PAI ISO14155 E. COLFAX AV,1,3
6011,PAI ISO2259 W TENNESSEE S,1,18
6011,PAI ISO4750 LINCOLN HWY,3,16
6011,PAI ISO820 HIGHWAY 70,1,9
6011,PNC BANK408 CEDAR CREST,3,41
6011,PNC BANK421 WHITE HORSE P,1,87
6011,PROSPERA GON-3499984700 I,1,2
6011,QUALITY INN -K652065800 W,2,3
6011,QUALITY QUIC-158602,1,1
6011,SINCLAIR    707 LONGVIEW,1,40
6011,The Bank of Mi713 Ward Av,1,34
6011,Wells Fargo Ban4600 SHERI,1,5
6012,ORC*Credit One,9,1698
6051,COINBASE 5CAW,1,1
6051,FORT HALL CASINO I-15 EXI,2,5
6513,VILLAS AT LEGACY,2,2
7011,AIRBNB  HM2CK5KCY8,1,2
7230,SQ *SHEAR HEAVEN HAIR,5,5
7273,FFNHELP.COM PASSION,1,13
7298,FIRST BEAUTY & ALTERATION,1,3
7338,55PRINTING.COM,1,1
7372,NOCHEX*D UNLOCK LTD,4,63
7538,BARRY LEE`S AUTOMOTIVE,1,4
7994,MGANGM.COM,1,13
7994,funzpoints-5m6xqz7fn,1,1
7994,funzpoints-5m8c5vk2k,1,1
7994,funzpoints-5mce5cn4u,1,1
7994,funzpoints-5mjcn4e8o,1,1
8999,CREDIT REPORT IMPACT,1,21
9311,LAURENS COUNTY TREASURER,1,7
9399,DMV-08,1,36
9399,PAYMENTUS-SERVICE-FEE,4,3499
0000,EFT:12131581,1,2
0000,EFT:12356870,1,1
0000,EFT:12440366,1,1
3501,HOLIDAY INN EXPRESS FARM,1,2
3700,MOTEL 6 AIRPORT,1,8
3722,BAYMONT INN & SUITES,10,195
4121,LYFT   *RIDE FRI 7PM,19,1922
4121,SQ *MOBILE BAY FERRY,1,2
4722,EXPEDIA 7529656265032,1,1
4722,HOTELSCOM9195631641191,1,1
4722,HOTELSCOM9200723696348,1,1
4722,PRICELN*HOTEL BLUE,1,1
4814,CTS*FRONTIER ONLINEPAY,1,399
4829,CASH APP*BRITTNEY S,1,30
4829,CASH APP*JONTRICE F,1,1
4829,CASH APP*LYNN A EAS,1,1
4829,CASH APP*PORSCHE FO,1,1
4829,FBPAY  Dylan James Woo,1,4
5013,JACK'S AUTO SALVAGE,1,1
5139,PAYPAL *THDZSW,1,1
5251,GREEN RIVER ACE HDWE,1,4
5310,DOLLAR GENERAL #4511 BROW,1,13
5310,DOLLAR-GENERAL # 5330 NW,1,27
5310,DOLLAR-GENERAL #8400 LAKE,1,5
5310,WAL-MART #50328450 LA PAL,1,44
5311,FTP*COOLAPE,1,10
5311,HOME CENTER DEPARTMENT,1,27
5311,MACYS  SOUTH COAST,1,3
5331,DOLLAR TREE1725 W LOOP 28,1,11
5331,DOLLARTREE3375 NOVAT ST,1,18
5331,FAMILY DOLLAR #17082660 E,1,22
5331,PAYPAL *NGUYENNHUNG,1,2
5331,PAYPAL *VENIGROUP EBAY VE,1,14
5399,SQ *AZIZAH,1,1
5411,99 CENTS ONLY STORES #290,1,34
5411,BAKERS #0319888 SADDLECRE,1,64
5411,CARLIE C'S IGA 8651203 N,3,29
5411,FOOD BAZAAR #25,1,1
5411,FRED MEYER #0665FRED MEYE,1,86
5411,JONGS SUPERVALU,1,44
5411,KROGER #35925651 US HWY 5,1,59
5411,PIGGLY WIGGLY4769 JONESBO,2,17
